inventory_id,product_id,store_id,current_stock,last_restock_date,restock_quantity,product_name,category,price_per_unit,supplier_id,reorder_point,lead_time,store_name,location,annual_units_sold,annual_sales,annual_profit,sales_days,avg_daily_demand,demand_std,inventory_value,inventory_turnover,days_of_supply,safety_stock,recommended_reorder_point,stock_gap,holding_cost_estimate,stock_status,recommended_order_qty
96,49,4,5,2023-10-04,12,Socks,Clothing,29.61,10,7,2,Everthing and More Store,Chennai,122.0,3669.5673,1429.8669000000002,7.0,0.33424657534246577,8.18244345855081,148.05,24.4,14.959016393442623,20.0,21.0,-16.0,26.649,Restock risk,26.0
97,83,1,33,2023-01-25,20,External Hard Drive,Electronics,22.16,20,10,1,All-In-One Mart ,Delhi-NCR,92.0,2224.411936,960.4055360000001,6.0,0.25205479452054796,16.268579122549905,731.28,2.787878787878788,130.92391304347825,27.0,28.0,5.0,131.63039999999998,Overstock,0.0
98,19,1,2,2023-02-09,11,Plush Toy,Toys,21.21,12,10,3,All-In-One Mart ,Delhi-NCR,161.0,3500.37114,1383.1889400000005,4.0,0.4410958904109589,14.974979131871937,42.42,80.5,4.534161490683229,43.0,45.0,-43.0,7.6356,Restock risk,55.0
99,44,1,51,2023-09-24,13,Monitor,Electronics,20.22,11,17,5,All-In-One Mart ,Delhi-NCR,74.0,1567.4544,639.7608000000002,2.0,0.20273972602739726,18.384776310850235,1031.22,1.4509803921568627,251.55405405405406,68.0,70.0,-19.0,185.6196,Restock risk,24.0
100,73,4,41,2023-08-25,24,Smart Home Device,Electronics,27.88,16,14,10,Everthing and More Store,Chennai,255.0,7299.20704,2891.3790400000007,10.0,0.6986301369863014,12.349089035228468,1143.08,6.219512195121951,58.68627450980392,65.0,72.0,-31.0,205.75439999999998,Restock risk,45.0
101,20,2,14,2023-06-16,39,Sweater,Clothing,51.21,17,8,8,Ultimate Retail Hub,Pune,136.0,6902.5959,2584.5687000000007,4.0,0.3726027397260274,14.023789311975086,716.94,9.714285714285714,37.5735294117647,66.0,69.0,-55.0,129.0492,Restock risk,64.0
102,81,1,5,2023-12-09,7,E-reader,Electronics,42.41,18,20,2,All-In-One Mart ,Delhi-NCR,226.0,9571.105764,3628.616564000001,9.0,0.6191780821917808,13.541089731299735,212.04999999999998,45.2,8.075221238938052,32.0,34.0,-29.0,38.169,Restock risk,46.0
103,38,1,130,2023-02-18,31,Cereal,Groceries,51.03,20,7,6,All-In-One Mart ,Delhi-NCR,187.0,9652.712328000001,3736.2941280000005,8.0,0.5123287671232877,17.679184693547704,6633.900000000001,1.4384615384615385,253.7433155080214,72.0,76.0,54.0,1194.102,Overstock,0.0
104,29,1,58,2023-03-01,32,Apples,Groceries,98.76,9,20,8,All-In-One Mart ,Delhi-NCR,191.0,19639.927152000004,7944.767952000002,6.0,0.5232876712328767,13.437509689918986,5728.08,3.293103448275862,110.83769633507855,63.0,68.0,-10.0,1031.0544,Restock risk,21.0
105,46,3,57,2023-07-05,48,Flour,Groceries,65.19,16,7,6,One-Stop Shop,Bengaluru,81.0,4953.7881,1679.9463,4.0,0.2219178082191781,15.217862311551295,3715.83,1.4210526315789473,256.85185185185185,62.0,64.0,-7.0,668.8494,Restock risk,12.0
106,92,1,125,2023-07-22,15,Hoodie,Clothing,95.96,20,11,10,All-In-One Mart ,Delhi-NCR,120.0,11179.339999999998,4039.9159999999993,3.0,0.3287671232876712,10.0,11995.0,0.96,380.20833333333337,53.0,57.0,68.0,2159.1,Overstock,0.0
107,14,3,91,2023-02-08,9,Puzzle,Toys,29.02,10,17,10,One-Stop Shop,Bengaluru,94.0,2809.4262,1118.1406000000002,3.0,0.25753424657534246,5.686240703077327,2640.82,1.0329670329670328,353.3510638297872,30.0,33.0,58.0,475.3476,Overstock,0.0
108,16,3,21,2023-10-11,7,Chair,Home Goods,82.35,9,11,7,One-Stop Shop,Bengaluru,186.0,15376.392,5879.790000000001,6.0,0.5095890410958904,14.212670403551895,1729.35,8.857142857142858,41.20967741935484,63.0,67.0,-46.0,311.28299999999996,Restock risk,58.0
109,23,4,135,2023-10-05,26,Doll,Toys,64.55,20,8,3,Everthing and More Store,Chennai,337.0,21703.80142,8216.72442,12.0,0.9232876712328767,16.930114821783928,8714.25,2.496296296296296,146.2166172106825,49.0,52.0,83.0,1568.565,Overstock,0.0
110,87,4,38,2023-10-06,47,Frozen Vegetables,Groceries,33.36,18,10,7,Everthing and More Store,Chennai,70.0,2277.006816,829.1828160000002,3.0,0.1917808219178082,5.507570547286102,1267.68,1.8421052631578945,198.14285714285717,25.0,27.0,11.0,228.1824,Overstock,0.0
111,80,3,89,2023-11-10,11,VR Headset,Electronics,72.81,18,10,7,One-Stop Shop,Bengaluru,127.0,9624.0258,3890.9664000000002,3.0,0.34794520547945207,2.886751345948128,6480.09,1.4269662921348316,255.78740157480314,13.0,16.0,73.0,1166.4162,Overstock,0.0
112,85,3,67,2023-05-16,50,Pajamas,Clothing,59.63,6,7,9,One-Stop Shop,Bengaluru,98.0,6072.910016000001,2449.7912160000005,6.0,0.2684931506849315,14.827901627225163,3995.21,1.4626865671641793,249.5408163265306,74.0,77.0,-10.0,719.1378,Restock risk,16.0
113,1,2,199,2023-02-26,46,T-shirt,Clothing,72.91,7,9,4,Ultimate Retail Hub,Pune,75.0,5683.305336,2292.9903360000003,3.0,0.2054794520547945,7.211102550927978,14509.09,0.3768844221105528,968.4666666666667,24.0,25.0,174.0,2611.6362,Overstock,0.0
114,19,4,114,2023-03-11,35,Plush Toy,Toys,21.21,12,10,3,Everthing and More Store,Chennai,88.0,1974.7612920000004,817.5436920000002,4.0,0.2410958904109589,15.705625319186327,2417.94,0.7719298245614035,472.84090909090907,45.0,46.0,68.0,435.2292,Overstock,0.0
115,74,4,186,2023-02-04,22,Shorts,Clothing,67.02,13,7,8,Everthing and More Store,Chennai,80.0,5438.0028,2113.8108,4.0,0.2191780821917808,19.165942015286735,12465.72,0.43010752688172044,848.625,90.0,92.0,94.0,2243.8295999999996,Overstock,0.0
116,42,2,46,2023-03-03,29,Building Blocks,Toys,95.73,16,12,4,Ultimate Retail Hub,Pune,49.0,4879.3581,1971.0807,4.0,0.13424657534246576,17.93274472392147,4403.58,1.065217391304348,342.65306122448976,60.0,61.0,-15.0,792.6443999999999,Restock risk,19.0
117,64,4,123,2023-06-11,49,Magic Set,Toys,11.82,10,14,4,Everthing and More Store,Chennai,104.0,1271.964384,509.8107840000001,4.0,0.28493150684931506,15.231546211727817,1453.8600000000001,0.8455284552845528,431.6826923076923,51.0,53.0,70.0,261.6948,Overstock,0.0
118,82,3,35,2023-07-20,46,Juice,Groceries,84.53,18,8,4,One-Stop Shop,Bengaluru,149.0,13319.459724,5510.578324,6.0,0.40821917808219177,18.400181158528486,2958.55,4.257142857142856,85.73825503355705,61.0,63.0,-28.0,532.539,Restock risk,39.0
119,54,4,137,2023-04-13,39,Sugar,Groceries,61.12,4,17,1,Everthing and More Store,Chennai,125.0,8234.868736,3498.068736000001,6.0,0.3424657534246575,13.22749661374618,8373.44,0.9124087591240876,400.04,22.0,23.0,114.0,1507.2192,Overstock,0.0
120,69,2,98,2023-08-18,10,Spices,Groceries,14.69,5,17,7,Ultimate Retail Hub,Pune,152.0,2226.099096,841.7134960000003,5.0,0.41643835616438357,15.836666315863322,1439.62,1.5510204081632655,235.32894736842104,70.0,73.0,25.0,259.1316,Overstock,0.0
121,54,2,179,2023-10-23,10,Sugar,Groceries,61.12,4,17,1,Ultimate Retail Hub,Pune,101.0,6333.547776000001,2506.213376000001,3.0,0.27671232876712326,14.502873278538061,10940.48,0.5642458100558659,646.8811881188119,24.0,25.0,154.0,1969.2864,Overstock,0.0
122,1,2,4,2023-04-12,28,T-shirt,Clothing,72.91,7,9,4,Ultimate Retail Hub,Pune,75.0,5683.305336,2292.9903360000003,3.0,0.2054794520547945,7.211102550927978,291.64,18.75,19.46666666666667,24.0,25.0,-21.0,52.4952,Restock risk,27.0
123,18,1,15,2023-09-16,27,Tablet,Electronics,11.63,14,18,5,All-In-One Mart ,Delhi-NCR,139.0,1655.4746760000003,653.2012760000001,5.0,0.38082191780821917,20.4132310034448,174.45000000000002,9.266666666666667,39.388489208633096,76.0,78.0,-63.0,31.401000000000003,Restock risk,73.0
124,100,2,75,2023-06-28,34,Power Bank,Electronics,69.98,14,7,6,Ultimate Retail Hub,Pune,41.0,3191.675832000001,1412.7842320000009,1.0,0.11232876712328767,0.0,5248.5,0.5466666666666667,667.6829268292684,0.0,1.0,74.0,944.73,Overstock,0.0
125,71,4,62,2023-03-27,18,Belt,Clothing,94.78,4,15,10,Everthing and More Store,Chennai,165.0,16238.922784,6542.928784,8.0,0.4520547945205479,13.99936223037117,5876.36,2.6612903225806455,137.15151515151516,74.0,79.0,-17.0,1057.7448,Restock risk,26.0
126,96,2,30,2023-04-02,49,Yogurt,Groceries,24.36,9,11,6,Ultimate Retail Hub,Pune,120.0,3004.0264800000004,1191.6424800000002,5.0,0.3287671232876712,12.449899597988733,730.8,4.0,91.25,51.0,53.0,-23.0,131.54399999999998,Restock risk,31.0
127,49,1,178,2023-12-05,32,Socks,Clothing,29.61,10,7,2,All-In-One Mart ,Delhi-NCR,95.0,2921.9148000000005,1177.8858000000002,3.0,0.2602739726027397,13.576941236277534,5270.58,0.5337078651685393,683.8947368421053,32.0,33.0,145.0,948.7044,Overstock,0.0
128,90,1,169,2023-06-02,42,Picture Frame,Home Goods,62.59,17,11,2,All-In-One Mart ,Delhi-NCR,236.0,14838.086120000002,5679.9173200000005,10.0,0.6465753424657534,10.844353369380768,10577.710000000001,1.3964497041420119,261.3771186440678,26.0,28.0,141.0,1903.9878,Overstock,0.0
129,77,2,7,2023-02-16,14,Blazer,Clothing,7.19,19,20,5,Ultimate Retail Hub,Pune,143.0,1024.9488800000001,387.48348,7.0,0.3917808219178082,17.453339153842386,50.330000000000005,20.428571428571427,17.867132867132867,65.0,67.0,-60.0,9.0594,Restock risk,70.0
130,11,2,19,2023-06-05,5,Cheese,Groceries,59.94,6,5,2,Ultimate Retail Hub,Pune,142.0,8951.4396,3674.322000000001,4.0,0.38904109589041097,12.897028081435403,1138.86,7.473684210526316,48.83802816901408,31.0,32.0,-13.0,204.99479999999997,Restock risk,24.0
131,54,2,195,2023-10-27,16,Sugar,Groceries,61.12,4,17,1,Ultimate Retail Hub,Pune,101.0,6333.547776000001,2506.213376000001,3.0,0.27671232876712326,14.502873278538061,11918.4,0.517948717948718,704.7029702970298,24.0,25.0,170.0,2145.312,Overstock,0.0
132,18,3,120,2023-08-24,31,Tablet,Electronics,11.63,14,18,5,One-Stop Shop,Bengaluru,155.0,1778.5759000000003,660.9329000000001,6.0,0.4246575342465753,14.414113454065312,1395.6000000000001,1.2916666666666665,282.58064516129036,54.0,57.0,63.0,251.20800000000003,Overstock,0.0
133,57,1,73,2023-12-11,12,Coffee Table,Home Goods,18.86,2,15,5,All-In-One Mart ,Delhi-NCR,159.0,2900.1022000000003,1040.8834000000002,5.0,0.43561643835616437,18.130085493455347,1376.78,2.1780821917808217,167.57861635220127,67.0,70.0,3.0,247.82039999999998,Overstock,0.0
134,83,1,154,2023-03-02,16,External Hard Drive,Electronics,22.16,20,10,1,All-In-One Mart ,Delhi-NCR,92.0,2224.411936,960.4055360000001,6.0,0.25205479452054796,16.268579122549905,3412.64,0.5974025974025974,610.9782608695651,27.0,28.0,126.0,614.2751999999999,Overstock,0.0
135,2,4,108,2023-09-06,48,Smartphone,Electronics,6.22,17,16,8,Everthing and More Store,Chennai,59.0,398.420856,170.893256,2.0,0.16164383561643836,3.5355339059327378,671.76,0.5462962962962963,668.1355932203389,17.0,19.0,89.0,120.9168,Overstock,0.0
136,92,3,146,2023-08-18,37,Hoodie,Clothing,95.96,20,11,10,One-Stop Shop,Bengaluru,86.0,8420.49,3303.9028,4.0,0.2356164383561644,22.173557826083453,14010.16,0.589041095890411,619.6511627906976,116.0,119.0,27.0,2521.8288,Overstock,0.0
137,30,4,40,2023-05-23,22,Curtains,Home Goods,62.42,11,16,6,Everthing and More Store,Chennai,22.0,1290.8456,439.43680000000006,1.0,0.06027397260273973,0.0,2496.8,0.5499999999999999,663.6363636363636,0.0,1.0,39.0,449.42400000000004,Overstock,0.0
138,49,2,190,2023-02-17,18,Socks,Clothing,29.61,10,7,2,Ultimate Retail Hub,Pune,156.0,4676.6034,1812.7242000000003,5.0,0.4273972602739726,16.589153082662175,5625.9,0.8210526315789474,444.55128205128204,39.0,40.0,150.0,1012.6619999999999,Overstock,0.0
139,8,2,100,2023-07-20,16,Lego Set,Toys,74.89,8,20,1,Ultimate Retail Hub,Pune,0.0,0.0,0.0,0.0,0.0,0.0,7489.0,0.0,inf,0.0,0.0,100.0,1348.02,Overstock,0.0
140,78,1,177,2023-12-18,34,Fitness Tracker,Electronics,80.46,6,17,8,All-In-One Mart ,Delhi-NCR,46.0,3833.1144000000004,1538.3952000000004,2.0,0.12602739726027398,8.48528137423857,14241.419999999998,0.25988700564971756,1404.4565217391303,40.0,42.0,135.0,2563.4556,Overstock,0.0
141,84,4,97,2023-08-11,15,Snacks,Groceries,47.49,11,8,1,Everthing and More Store,Chennai,172.0,8292.152916000001,3227.819316000001,7.0,0.4712328767123288,15.735915849388864,4606.53,1.77319587628866,205.84302325581396,26.0,27.0,70.0,829.1754,Overstock,0.0
142,48,4,49,2023-01-26,22,Water Gun,Toys,91.47,13,18,4,Everthing and More Store,Chennai,187.0,17391.922860000002,6786.891060000002,7.0,0.5123287671232877,16.142225019229183,4482.03,3.816326530612245,95.64171122994652,54.0,57.0,-8.0,806.7653999999999,Restock risk,21.0
143,10,3,154,2023-02-04,26,Bread,Groceries,48.27,5,13,4,One-Stop Shop,Bengaluru,146.0,7248.512820000001,2879.1124200000004,5.0,0.4,12.517987058628874,7433.580000000001,0.9480519480519479,385.0,42.0,44.0,110.0,1338.0444,Overstock,0.0
144,37,2,138,2023-01-08,11,Router,Electronics,97.11,11,19,4,Ultimate Retail Hub,Pune,130.0,13339.418040000002,5512.3520400000025,5.0,0.3561643835616438,20.03746490951388,13401.18,0.9420289855072463,387.4615384615385,67.0,69.0,69.0,2412.2124,Overstock,0.0
145,77,1,193,2023-02-07,24,Blazer,Clothing,7.19,19,20,5,All-In-One Mart ,Delhi-NCR,159.0,1207.1463560000002,498.35615600000006,7.0,0.43561643835616437,11.58611648647187,1387.67,0.8238341968911916,443.0503144654088,43.0,46.0,147.0,249.7806,Overstock,0.0
146,26,1,61,2023-04-18,22,Remote Control Car,Toys,68.92,4,5,1,All-In-One Mart ,Delhi-NCR,71.0,4820.071824000001,1786.2134239999996,5.0,0.19452054794520549,10.756393447619885,4204.12,1.1639344262295082,313.59154929577466,18.0,19.0,42.0,756.7416,Overstock,0.0
147,73,1,144,2023-02-19,35,Smart Home Device,Electronics,27.88,16,14,10,All-In-One Mart ,Delhi-NCR,124.0,3667.78128,1524.36688,5.0,0.33972602739726027,18.740330840195966,4014.72,0.8611111111111112,423.8709677419355,98.0,102.0,42.0,722.6496,Overstock,0.0
148,41,1,79,2023-01-02,5,Toy Train,Toys,80.7,10,19,3,All-In-One Mart ,Delhi-NCR,208.0,17047.77816,6640.706160000002,8.0,0.5698630136986301,16.84382040139011,6375.3,2.6329113924050636,138.6298076923077,49.0,51.0,28.0,1147.554,Overstock,0.0
149,37,4,128,2023-06-25,17,Router,Electronics,97.11,11,19,4,Everthing and More Store,Chennai,307.0,30298.591908000002,11814.674508000004,10.0,0.8410958904109589,13.449907062875937,12430.08,2.3984375,152.18241042345278,45.0,49.0,79.0,2237.4144,Overstock,0.0
150,51,3,33,2023-06-25,49,Butter,Groceries,39.94,11,17,10,One-Stop Shop,Bengaluru,172.0,7164.51708,2905.3154799999998,5.0,0.4712328767123288,18.03607496103296,1318.02,5.212121212121212,70.02906976744185,95.0,100.0,-67.0,237.2436,Restock risk,77.0
151,43,4,189,2023-11-04,37,Shirt,Clothing,21.19,3,8,7,Everthing and More Store,Chennai,104.0,2320.5592800000004,954.2280800000004,3.0,0.28493150684931506,6.506407098647711,4004.9100000000003,0.5502645502645502,663.3173076923077,29.0,31.0,158.0,720.8838000000001,Overstock,0.0
152,100,2,6,2023-02-17,42,Power Bank,Electronics,69.98,14,7,6,Ultimate Retail Hub,Pune,41.0,3191.675832000001,1412.7842320000009,1.0,0.11232876712328767,0.0,419.88,6.833333333333334,53.41463414634146,0.0,1.0,5.0,75.5784,Healthy,0.0
153,76,1,74,2023-07-16,15,Drone,Electronics,16.08,4,20,9,All-In-One Mart ,Delhi-NCR,174.0,2827.3464,1092.6360000000002,7.0,0.4767123287671233,14.507797574966038,1189.9199999999998,2.3513513513513513,155.22988505747128,72.0,77.0,-3.0,214.18559999999997,Restock risk,13.0
154,60,1,160,2023-03-22,10,Ball,Toys,10.59,11,9,4,All-In-One Mart ,Delhi-NCR,85.0,903.1152,345.02219999999994,4.0,0.2328767123287671,15.945218719101975,1694.4,0.53125,687.0588235294118,53.0,54.0,106.0,304.992,Overstock,0.0
155,28,2,196,2023-12-08,50,Dress,Clothing,54.62,1,17,10,Ultimate Retail Hub,Pune,71.0,4128.1795999999995,1723.8072000000002,3.0,0.19452054794520549,17.61628034896508,10705.519999999999,0.36224489795918374,1007.6056338028169,92.0,94.0,102.0,1926.9935999999998,Overstock,0.0
156,67,3,114,2023-03-17,13,Tea,Groceries,18.07,16,14,3,One-Stop Shop,Bengaluru,59.0,1082.1833880000001,421.1827880000001,4.0,0.16164383561643836,13.30100246848585,2059.98,0.5175438596491229,705.2542372881355,39.0,40.0,74.0,370.7964,Overstock,0.0
157,47,4,10,2023-06-10,50,Skirt,Clothing,93.52,20,7,6,Everthing and More Store,Chennai,62.0,5853.0427199999995,2258.1339199999998,4.0,0.16986301369863013,3.7859388972001824,935.1999999999999,6.2,58.87096774193549,16.0,18.0,-8.0,168.33599999999998,Restock risk,12.0
158,31,2,156,2023-11-13,43,Desk,Home Goods,82.6,12,17,7,Ultimate Retail Hub,Pune,85.0,7223.00656,2869.9865600000003,4.0,0.2328767123287671,10.781929326423912,12885.599999999999,0.5448717948717948,669.8823529411765,48.0,50.0,106.0,2319.4079999999994,Overstock,0.0
159,73,4,24,2023-02-05,5,Smart Home Device,Electronics,27.88,16,14,10,Everthing and More Store,Chennai,255.0,7299.20704,2891.3790400000007,10.0,0.6986301369863014,12.349089035228468,669.12,10.625,34.35294117647059,65.0,72.0,-48.0,120.4416,Restock risk,62.0
160,40,1,127,2023-03-25,11,Mirror,Home Goods,62.68,5,6,3,All-In-One Mart ,Delhi-NCR,17.0,1090.632,429.98480000000006,2.0,0.04657534246575343,6.363961030678928,7960.36,0.13385826771653545,2726.7647058823527,19.0,20.0,107.0,1432.8647999999998,Overstock,0.0
161,22,3,41,2023-08-11,9,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,64.0,5377.352592000001,2128.7509920000007,5.0,0.17534246575342466,7.014271166700073,3356.67,1.5609756097560976,233.828125,31.0,33.0,8.0,604.2006,Overstock,0.0
162,47,3,22,2023-05-19,9,Skirt,Clothing,93.52,20,7,6,One-Stop Shop,Bengaluru,122.0,11364.5504,4290.6975999999995,4.0,0.33424657534246577,14.617341299520465,2057.44,5.545454545454545,65.81967213114754,60.0,63.0,-41.0,370.3392,Restock risk,49.0
163,99,4,66,2023-03-23,35,Honey,Groceries,28.51,9,8,9,Everthing and More Store,Chennai,114.0,3379.1990680000004,1364.112268,4.0,0.31232876712328766,19.226717521892983,1881.66,1.7272727272727273,211.31578947368422,96.0,99.0,-33.0,338.6988,Restock risk,40.0
164,57,2,31,2023-05-25,41,Coffee Table,Home Goods,18.86,2,15,5,Ultimate Retail Hub,Pune,59.0,1076.5288,386.63000000000005,3.0,0.16164383561643836,6.429100507328637,584.66,1.903225806451613,191.77966101694915,24.0,25.0,6.0,105.23879999999998,Overstock,0.0
165,47,3,102,2023-08-02,31,Skirt,Clothing,93.52,20,7,6,One-Stop Shop,Bengaluru,122.0,11364.5504,4290.6975999999995,4.0,0.33424657534246577,14.617341299520465,9539.039999999999,1.196078431372549,305.1639344262295,60.0,63.0,39.0,1717.0271999999998,Overstock,0.0
166,17,4,93,2023-10-22,37,Bed,Home Goods,5.61,6,20,1,Everthing and More Store,Chennai,14.0,73.04220000000001,24.347400000000007,1.0,0.038356164383561646,0.0,521.73,0.15053763440860216,2424.642857142857,0.0,1.0,92.0,93.9114,Overstock,0.0
167,48,1,174,2023-10-11,31,Water Gun,Toys,91.47,13,18,4,All-In-One Mart ,Delhi-NCR,346.0,32479.204188,12857.059788000002,13.0,0.947945205479452,12.919871397311853,15915.78,1.9885057471264367,183.5549132947977,43.0,47.0,127.0,2864.8404,Overstock,0.0
168,34,1,158,2023-09-15,46,Bananas,Groceries,16.67,17,13,4,All-In-One Mart ,Delhi-NCR,162.0,2752.5637360000005,1078.228936,7.0,0.4438356164383562,13.752921767495701,2633.86,1.0253164556962027,355.98765432098764,46.0,48.0,110.0,474.0948,Overstock,0.0
169,32,1,39,2023-01-24,11,Oranges,Groceries,10.44,12,15,2,All-In-One Mart ,Delhi-NCR,84.0,833.1120000000001,289.39680000000004,2.0,0.23013698630136986,0.0,407.15999999999997,2.1538461538461537,169.46428571428572,0.0,1.0,38.0,73.2888,Overstock,0.0
170,21,4,18,2023-05-13,19,Eggs,Groceries,82.37,6,11,1,Everthing and More Store,Chennai,99.0,7741.9563,2686.0857000000005,4.0,0.27123287671232876,17.95132307101624,1482.66,5.5,66.36363636363636,30.0,31.0,-13.0,266.8788,Restock risk,21.0
171,60,1,89,2023-07-28,34,Ball,Toys,10.59,11,9,4,All-In-One Mart ,Delhi-NCR,85.0,903.1152,345.02219999999994,4.0,0.2328767123287671,15.945218719101975,942.51,0.9550561797752809,382.1764705882353,53.0,54.0,35.0,169.65179999999998,Overstock,0.0
172,69,4,27,2023-08-21,10,Spices,Groceries,14.69,5,17,7,Everthing and More Store,Chennai,229.0,3404.507392,1318.821192,9.0,0.6273972602739726,11.737877907772672,396.63,8.481481481481481,43.03493449781659,52.0,57.0,-30.0,71.3934,Restock risk,44.0
173,14,4,196,2023-03-24,32,Puzzle,Toys,29.02,10,17,10,Everthing and More Store,Chennai,109.0,3160.8584,1199.6868,4.0,0.29863013698630136,18.39157415774952,5687.92,0.5561224489795918,656.3302752293578,96.0,99.0,97.0,1023.8256,Overstock,0.0
174,43,1,81,2023-04-13,26,Shirt,Clothing,21.19,3,8,7,All-In-One Mart ,Delhi-NCR,144.0,3176.736992,1284.893792,6.0,0.39452054794520547,16.29723902997069,1716.39,1.7777777777777777,205.3125,72.0,75.0,6.0,308.9502,Overstock,0.0
175,28,4,29,2023-10-16,22,Dress,Clothing,54.62,1,17,10,Everthing and More Store,Chennai,206.0,11566.178264,4590.111864,7.0,0.5643835616438356,17.299876134981844,1583.98,7.1034482758620685,51.383495145631066,91.0,97.0,-68.0,285.1164,Restock risk,79.0
176,70,2,120,2023-08-02,14,Hat,Clothing,92.97,4,16,8,Ultimate Retail Hub,Pune,160.0,15073.300476,5850.676476000001,5.0,0.4383561643835616,13.619838471876236,11156.4,1.3333333333333335,273.75,64.0,68.0,52.0,2008.1519999999998,Overstock,0.0
177,41,1,153,2023-11-07,29,Toy Train,Toys,80.7,10,19,3,All-In-One Mart ,Delhi-NCR,208.0,17047.77816,6640.706160000002,8.0,0.5698630136986301,16.84382040139011,12347.1,1.3594771241830066,268.4855769230769,49.0,51.0,102.0,2222.478,Overstock,0.0
178,47,4,121,2023-01-26,18,Skirt,Clothing,93.52,20,7,6,Everthing and More Store,Chennai,62.0,5853.0427199999995,2258.1339199999998,4.0,0.16986301369863013,3.7859388972001824,11315.92,0.512396694214876,712.3387096774194,16.0,18.0,103.0,2036.8655999999999,Overstock,0.0
179,3,4,69,2023-01-07,21,Action Figure,Toys,92.94,13,16,7,Everthing and More Store,Chennai,38.0,3661.6872960000005,1472.0208960000004,1.0,0.10410958904109589,0.0,6412.86,0.5507246376811594,662.7631578947369,0.0,1.0,68.0,1154.3147999999999,Overstock,0.0
180,11,2,17,2023-11-06,22,Cheese,Groceries,59.94,6,5,2,Ultimate Retail Hub,Pune,142.0,8951.4396,3674.322000000001,4.0,0.38904109589041097,12.897028081435403,1018.98,8.352941176470587,43.697183098591545,31.0,32.0,-15.0,183.4164,Restock risk,26.0
